,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,baronKillsdiff,riftHeraldKillsdiff,dragonKillsdiff,FIRE_DRAGONdiff,EARTH_DRAGONdiff,firstBaron,FIRE_DRAGONSoul,AIR_DRAGONdiff,ELDER_DRAGONdiff,WATER_DRAGONdiff,EARTH_DRAGONSoul,WATER_DRAGONSoul,AIR_DRAGONSoul
3429007679,1922,-1,1.0,-1.0,1.0,1.0,-2,1,0,-2.0,1.0,-1.0,,1.0,,,,,
3363864900,884,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3403448645,1467,1,-1.0,1.0,1.0,,1,0,2,1.0,1.0,1.0,,,,,,,
3422585157,938,-1,-1.0,-1.0,-1.0,,0,0,-2,-1.0,-1.0,,,,,,,,
3366617415,931,1,1.0,,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3417997640,919,1,1.0,,-1.0,1.0,0,1,-1,,,,,,,-1.0,,,
3437134153,2076,1,1.0,-1.0,-1.0,1.0,2,0,-2,-1.0,,1.0,,-1.0,1.0,-1.0,,-1.0,
3446178119,1352,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3420225867,2001,-1,1.0,1.0,1.0,1.0,1,1,1,1.0,,1.0,,-1.0,,1.0,,,
3436085581,1426,-1,-1.0,1.0,1.0,,-1,0,-3,-3.0,1.0,-1.0,-1.0,-1.0,,,,,
3436872015,972,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3438444881,918,1,1.0,,1.0,,0,0,1,1.0,,,,,,,,,
3445129554,1794,-1,1.0,-1.0,1.0,1.0,0,2,1,1.0,,,,1.0,,-1.0,,,
3383918930,2015,1,1.0,1.0,1.0,,2,0,-1,1.0,-1.0,1.0,,,,-1.0,,,
3363078485,1201,1,1.0,1.0,-1.0,1.0,0,2,1,1.0,1.0,,,-1.0,,,,,
3417866582,1463,1,1.0,,1.0,1.0,1,1,3,,1.0,1.0,,1.0,,1.0,,,
3421012309,1459,1,1.0,,-1.0,-1.0,1,-1,1,1.0,,1.0,,1.0,,-1.0,,,
3438051672,979,-1,-1.0,,-1.0,,0,0,0,,,,,-1.0,,1.0,,,
3366224218,1236,1,1.0,1.0,1.0,-1.0,0,0,2,,1.0,,,1.0,,,,,
3408298336,968,1,1.0,,1.0,1.0,0,1,2,1.0,1.0,,,,,,,,
3408691553,1144,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3433333095,1989,-1,1.0,1.0,1.0,1.0,0,1,-3,-1.0,-3.0,1.0,,,,1.0,-1.0,,
3433857383,2516,1,1.0,1.0,-1.0,-1.0,1,-1,-4,,-2.0,1.0,,-1.0,0.0,-1.0,-1.0,,
3392962921,1230,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-1,-1.0,,,,1.0,,-1.0,,,
3446440297,1886,1,-1.0,1.0,1.0,1.0,1,1,1,,1.0,1.0,,-1.0,,1.0,,,
3440542059,917,-1,-1.0,,-1.0,-1.0,0,-1,-2,,-1.0,,,,,-1.0,,,
3367403883,2558,-1,1.0,-1.0,-1.0,1.0,-3,2,-3,,-3.0,-1.0,,-1.0,0.0,1.0,-1.0,,
3395191147,1869,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,-1.0,-2.0,-1.0,,,,-1.0,-1.0,,
3437527402,1126,1,1.0,1.0,1.0,,1,0,4,,1.0,1.0,,2.0,,1.0,,,1.0
3413541235,1564,1,1.0,1.0,-1.0,1.0,1,2,-1,-1.0,,1.0,,-1.0,,1.0,,,
3443687795,804,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3402793334,1384,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3434512759,1507,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3403972983,1818,1,1.0,1.0,-1.0,1.0,1,0,-4,,-1.0,1.0,,-1.0,,-2.0,,-1.0,
3391652216,2108,-1,1.0,-1.0,-1.0,1.0,-2,0,-3,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
3434119551,1167,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3427172736,1335,1,1.0,1.0,1.0,1.0,1,1,3,,1.0,1.0,,1.0,,1.0,,,
3431498117,892,1,1.0,1.0,1.0,,1,0,3,1.0,,1.0,,1.0,,1.0,,,
3424027014,1321,-1,-1.0,,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3345252743,1840,1,1.0,1.0,1.0,-1.0,2,0,4,1.0,2.0,1.0,,,,1.0,1.0,,
3446309256,1621,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,-2.0,-1.0,-1.0,-1.0,-1.0,,,,,
3416949129,1607,-1,1.0,-1.0,-1.0,1.0,1,0,-2,,-2.0,1.0,,1.0,,-1.0,,,
3441721736,1288,1,1.0,1.0,-1.0,1.0,0,2,-1,1.0,-1.0,,,-1.0,,,,,
3443818888,2192,1,1.0,1.0,1.0,1.0,0,1,1,,-1.0,1.0,,1.0,,1.0,,,
3443032455,653,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3435954573,2052,1,1.0,-1.0,1.0,1.0,-1,1,-1,,1.0,-1.0,,-1.0,,-1.0,,,
3438444942,1076,-1,1.0,-1.0,-1.0,,-1,0,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3326902671,945,1,1.0,,1.0,,0,0,1,,,,,,,1.0,,,
3414851984,2078,1,1.0,-1.0,1.0,1.0,1,2,-1,-1.0,-1.0,1.0,,,,1.0,,,
3439886734,1104,-1,-1.0,,-1.0,-1.0,0,-1,-2,-1.0,,,,,,-1.0,,,
3411968402,1221,-1,-1.0,-1.0,-1.0,1.0,0,1,-3,,-1.0,,,-1.0,,-1.0,,,
3387064716,1910,-1,1.0,-1.0,-1.0,1.0,-1,2,-1,-1.0,,-1.0,,-1.0,,1.0,,,
3440148884,1382,1,1.0,1.0,1.0,1.0,0,1,1,1.0,-1.0,,,,,1.0,,,
3426124184,1654,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-2,-1.0,0.0,-1.0,,-1.0,,,,,
3444998568,943,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3439100332,1244,-1,-1.0,,-1.0,-1.0,0,-2,-2,,-1.0,,,,,-1.0,,,
3438576049,1142,1,1.0,1.0,1.0,,-1,0,2,-1.0,2.0,-1.0,,,,1.0,,,
3368976818,1513,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3428221361,1795,1,-1.0,1.0,-1.0,-1.0,1,-2,-1,-1.0,,1.0,,-1.0,,1.0,,,
3415638451,2185,1,-1.0,-1.0,1.0,-1.0,2,-1,1,1.0,-1.0,1.0,,,,1.0,,,
3441983922,1546,-1,-1.0,-1.0,1.0,-1.0,-1,-2,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3425075640,978,-1,-1.0,-1.0,-1.0,,0,0,-4,-1.0,,,,-2.0,,-1.0,,,-1.0
3403579836,1474,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3410657725,1035,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3431498175,1582,1,1.0,1.0,1.0,,0,0,1,1.0,-1.0,,,1.0,,,,,
3416818112,1896,1,-1.0,1.0,-1.0,1.0,2,1,-2,-1.0,1.0,1.0,,-2.0,,,,,
3441983939,1756,1,1.0,1.0,-1.0,1.0,1,1,0,-1.0,-1.0,1.0,,2.0,,,,,
3376185797,973,1,1.0,,1.0,1.0,0,1,2,1.0,,,,1.0,,,,,
3436872134,828,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3420225993,777,1,1.0,1.0,-1.0,,0,0,-1,1.0,-1.0,,,-1.0,,,,,
3419701705,1362,1,1.0,,1.0,1.0,0,2,3,1.0,,,,1.0,,1.0,,,
3440017867,930,1,1.0,1.0,1.0,,1,0,3,1.0,1.0,1.0,,1.0,,,,,
3423240652,1734,1,-1.0,1.0,-1.0,-1.0,1,-2,-1,,-1.0,1.0,,-1.0,,1.0,,,
3360850383,1945,1,1.0,1.0,1.0,,0,0,3,1.0,1.0,,1.0,1.0,,,,,
3423109583,1538,1,1.0,1.0,-1.0,1.0,1,0,0,2.0,,1.0,,-1.0,,-1.0,,,
3432939983,1086,1,1.0,1.0,-1.0,,0,0,1,1.0,,,,-1.0,,1.0,,,
3428090327,1353,-1,-1.0,-1.0,1.0,-1.0,-1,-2,-1,,1.0,-1.0,,-1.0,,-1.0,,,
3428876760,2125,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,1.0,-1.0,,-1.0,,-1.0,,,
3429925336,2357,1,1.0,1.0,-1.0,1.0,0,2,-2,,-1.0,-1.0,,-1.0,1.0,-1.0,,,-1.0
3429007834,1795,-1,1.0,1.0,1.0,-1.0,-1,0,2,1.0,1.0,-1.0,,,,0.0,,,
3366355419,1922,-1,-1.0,-1.0,-1.0,1.0,-1,0,-3,-1.0,-1.0,-1.0,,,,-1.0,-1.0,,
3429663195,659,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,,,,,,-1.0,,,
3438051805,1456,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3429138912,1538,1,1.0,1.0,1.0,1.0,1,2,4,1.0,,1.0,,2.0,,1.0,,,1.0
3440411104,1263,-1,-1.0,-1.0,-1.0,1.0,0,0,-2,-1.0,-1.0,,,,,,,,
3408429539,2163,1,1.0,1.0,1.0,1.0,0,1,2,,-1.0,1.0,,2.0,,1.0,,,
3434643941,640,-1,-1.0,-1.0,-1.0,,0,0,-2,-1.0,,,,-1.0,,,,,
3433857510,937,-1,-1.0,,-1.0,-1.0,0,-1,-2,-1.0,,,,,,-1.0,,,
3374481893,1857,1,-1.0,1.0,-1.0,-1.0,1,-1,2,,1.0,1.0,,2.0,,-1.0,,,
3412885992,1222,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,,,-1.0,,,
3429269996,1050,1,1.0,1.0,1.0,,0,0,3,1.0,,,,1.0,,1.0,,,
3423371756,1037,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-2,,,,,-1.0,,-1.0,,,
3427303918,1117,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3394404846,1721,1,1.0,1.0,1.0,1.0,2,0,1,1.0,1.0,1.0,,-1.0,,,,,
3446833653,1941,-1,-1.0,-1.0,1.0,-1.0,-2,-2,-1,,-1.0,-1.0,,1.0,,-1.0,,,
3429007863,1323,1,-1.0,1.0,1.0,,-1,0,4,,1.0,-1.0,,2.0,,1.0,,,1.0
3407380984,1463,1,1.0,1.0,-1.0,1.0,0,2,1,,1.0,,,1.0,,-1.0,,,
3423371769,1048,-1,-1.0,-1.0,-1.0,,-2,0,-4,-2.0,,-1.0,-1.0,-1.0,,-1.0,,,
3440935418,1423,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3443819004,2244,1,-1.0,1.0,-1.0,-1.0,-2,-1,1,1.0,1.0,-1.0,,-1.0,,,,,
3416031741,1120,1,1.0,,1.0,1.0,0,1,3,1.0,,,,1.0,,1.0,,,
3427828222,1727,1,1.0,,1.0,1.0,0,1,4,2.0,1.0,,1.0,,,1.0,,,
3370156543,1481,-1,1.0,-1.0,1.0,1.0,-1,2,-1,-1.0,-1.0,-1.0,,,,1.0,,,
3438313990,1990,-1,-1.0,-1.0,1.0,-1.0,-1,0,-1,,1.0,-1.0,,-3.0,,1.0,,,
3435823622,1425,1,1.0,1.0,-1.0,,1,0,3,1.0,3.0,1.0,,-1.0,,,1.0,,
3424027144,1238,1,-1.0,1.0,1.0,,1,0,3,,1.0,1.0,,1.0,,1.0,,,
3395322376,2087,-1,1.0,1.0,-1.0,1.0,-2,2,-3,1.0,-3.0,-1.0,,-1.0,,,-1.0,,
3446047241,2278,1,1.0,1.0,1.0,1.0,1,1,-1,-3.0,1.0,1.0,,1.0,,,,,
3440149001,2191,1,-1.0,-1.0,1.0,-1.0,1,-2,2,-1.0,1.0,1.0,,2.0,,,,,1.0
3405414925,1681,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,1.0,-2.0,-1.0,,-1.0,,,,,
3436216848,1539,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-2,-2.0,,-1.0,,1.0,,-1.0,,,
3384443411,962,1,1.0,,1.0,-1.0,0,-1,2,1.0,,,,1.0,,,,,
3428483604,1682,1,1.0,1.0,1.0,1.0,1,0,1,-1.0,,1.0,,1.0,,1.0,,,
3422716437,1717,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3440935444,1193,-1,-1.0,-1.0,1.0,-1.0,0,-2,-1,1.0,-1.0,,,,,-1.0,,,
3426255381,540,1,1.0,,,,0,0,0,,,,,,,,,,
3396108824,2002,-1,1.0,,-1.0,1.0,-1,2,-1,-1.0,1.0,-1.0,,,,-1.0,,,
3425862163,1687,-1,1.0,1.0,1.0,,-1,0,-1,1.0,1.0,-1.0,,-3.0,,,,,-1.0
3429532180,746,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3398861339,2020,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,3,,-1.0,-1.0,,3.0,,1.0,,,1.0
3444212252,1768,1,-1.0,1.0,1.0,1.0,1,2,0,,1.0,1.0,,1.0,,-2.0,,,
3437265429,1016,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3405414941,1256,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3438838303,2072,1,1.0,1.0,-1.0,1.0,0,1,3,1.0,,,,-1.0,,3.0,,1.0,
3438314016,1770,1,-1.0,1.0,1.0,-1.0,1,-2,2,-1.0,2.0,1.0,,,,1.0,,,
3431760418,932,-1,-1.0,1.0,-1.0,,-1,0,0,1.0,,-1.0,,-1.0,,,,,
3420357157,1706,1,1.0,1.0,1.0,-1.0,1,-1,3,1.0,1.0,1.0,,,,1.0,,,
3432677927,1868,1,-1.0,1.0,-1.0,1.0,1,1,-2,-1.0,0.0,1.0,,,,-1.0,,,
3422978600,1810,1,-1.0,1.0,1.0,-1.0,2,-1,2,1.0,2.0,1.0,,,,-1.0,,,
3431498284,1181,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,,,-1.0,,,
3428352558,1316,-1,-1.0,-1.0,-1.0,1.0,0,0,-3,-1.0,-1.0,,,,,-1.0,,,
3379069490,1331,-1,-1.0,,-1.0,1.0,-1,1,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3405414962,1018,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3416031800,1034,1,1.0,,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3425337913,1319,1,-1.0,1.0,1.0,,1,0,4,,1.0,1.0,,2.0,,1.0,,,1.0
3446702650,1426,1,1.0,1.0,1.0,-1.0,-1,0,1,-1.0,1.0,-1.0,,,,1.0,,,
3376579128,1326,-1,-1.0,,-1.0,-1.0,-1,-2,-3,-1.0,,-1.0,,-1.0,,-1.0,,,
3446964795,2065,-1,1.0,-1.0,1.0,1.0,1,1,-2,,-4.0,1.0,,1.0,,1.0,-1.0,,
3421012541,1464,-1,-1.0,-1.0,1.0,1.0,-1,2,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3444474429,1725,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,-1.0,0.0,-1.0,,-1.0,,,,,
3397288512,2205,1,1.0,1.0,1.0,1.0,0,1,0,0.0,-1.0,-1.0,,1.0,,,,,
3440017986,1558,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3430449730,2201,1,-1.0,1.0,-1.0,-1.0,-2,0,-2,-1.0,,-1.0,,1.0,,-2.0,,-1.0,
3435299399,1439,-1,-1.0,,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3441721931,1262,1,-1.0,1.0,-1.0,,0,0,1,-1.0,1.0,,,,,1.0,,,
3433333324,1688,1,1.0,1.0,1.0,-1.0,-1,0,0,0.0,-1.0,-1.0,,,,1.0,,,
3405283919,2302,1,-1.0,1.0,1.0,,-2,0,3,2.0,,-1.0,1.0,1.0,-1.0,1.0,,,
3444867663,2026,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3422585425,1118,-1,-1.0,-1.0,1.0,,1,0,-1,-1.0,-1.0,1.0,,,,1.0,,,
3441984083,1190,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3444867668,1287,-1,-1.0,-1.0,-1.0,,0,0,-1,,,,,,,-1.0,,,
3422323284,842,1,1.0,1.0,1.0,1.0,0,1,1,,,,,,,1.0,,,
3401351765,1872,-1,1.0,-1.0,1.0,1.0,-1,2,-3,,-1.0,-1.0,,-3.0,,1.0,,,-1.0
3448799829,1195,-1,-1.0,-1.0,-1.0,,2,0,-4,-1.0,,1.0,,-1.0,,-2.0,,-1.0,
3434512985,1087,1,1.0,,1.0,1.0,0,1,0,-1.0,,,,1.0,,,,,
3447358043,1864,1,1.0,1.0,-1.0,1.0,1,2,-2,0.0,-1.0,1.0,,,,-1.0,,,
3424158301,1145,1,1.0,-1.0,-1.0,,1,0,1,-1.0,1.0,1.0,,1.0,,,,,
3430580831,1138,1,1.0,1.0,1.0,1.0,0,1,2,,1.0,,,1.0,,,,,
3424551520,1890,1,-1.0,1.0,-1.0,1.0,2,2,1,1.0,1.0,1.0,,-1.0,,,,,
3386671713,1848,1,1.0,1.0,-1.0,1.0,2,2,1,1.0,,1.0,,-1.0,,1.0,,,
3436872293,1860,1,-1.0,-1.0,1.0,-1.0,1,-1,4,1.0,1.0,1.0,,,,2.0,,1.0,
3429663334,1709,-1,-1.0,1.0,-1.0,,-2,0,-4,-1.0,,-1.0,,-1.0,,-2.0,,-1.0,
3441721959,1804,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-3,1.0,,-1.0,,-1.0,,-3.0,,-1.0,
3448537703,2269,1,1.0,1.0,1.0,1.0,0,2,-2,-2.0,,,-1.0,-1.0,,1.0,,,
3392438886,1840,1,1.0,1.0,1.0,1.0,1,2,5,,2.0,1.0,,1.0,1.0,1.0,1.0,,
3433464421,1043,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3424682600,1749,1,1.0,1.0,1.0,1.0,1,2,0,,-2.0,1.0,,1.0,,1.0,,,
3396108910,1106,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3443950191,1933,1,1.0,1.0,1.0,-1.0,1,0,3,1.0,1.0,1.0,,,,1.0,1.0,,
3435823726,937,-1,-1.0,,-1.0,-1.0,0,-1,-2,,-1.0,,,,,-1.0,,,
3435037294,1144,1,-1.0,-1.0,-1.0,,-1,0,0,-1.0,2.0,-1.0,,,,-1.0,,,
3439100526,1827,1,1.0,1.0,1.0,,0,0,0,-1.0,,,,0.0,,1.0,,,
3443688051,1145,-1,-1.0,-1.0,1.0,,1,0,4,,1.0,1.0,,2.0,,1.0,,,1.0
3445260911,1462,1,1.0,1.0,1.0,1.0,1,2,4,1.0,2.0,1.0,,,,1.0,1.0,,
3329786485,1465,-1,-1.0,-1.0,1.0,-1.0,-1,-2,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3436872308,1135,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3431629432,1247,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3368321656,913,1,1.0,,1.0,-1.0,0,-1,2,1.0,,,,,,1.0,,,
3421274746,964,1,1.0,-1.0,-1.0,,1,0,-1,,1.0,1.0,,-1.0,,-1.0,,,
3385623167,1708,-1,1.0,-1.0,1.0,1.0,-1,0,0,0.0,,-1.0,,-1.0,,1.0,,,
3429008000,1408,-1,-1.0,-1.0,1.0,-1.0,0,-1,0,,1.0,,,,,-1.0,,,
3370287752,940,1,1.0,1.0,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3429401227,1104,-1,-1.0,-1.0,-1.0,,-1,0,-3,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,
3445129867,1520,1,1.0,1.0,1.0,-1.0,1,0,0,,1.0,1.0,,0.0,,-1.0,,,
3415376527,1565,1,1.0,1.0,-1.0,1.0,1,1,0,,-1.0,1.0,,-1.0,,2.0,,,
3380642449,1257,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3445916308,911,-1,-1.0,,-1.0,-1.0,0,-1,-1,-1.0,,,,,,,,,
3404890774,1476,1,1.0,1.0,1.0,1.0,0,2,2,1.0,,,,,,1.0,,,
3440280215,1867,1,-1.0,1.0,1.0,1.0,1,0,1,1.0,-1.0,1.0,,1.0,,,,,
3396240026,1211,-1,-1.0,,-1.0,-1.0,0,-1,0,-1.0,1.0,,,,,,,,
3408429722,2349,-1,-1.0,-1.0,-1.0,-1.0,-2,-1,-4,,-1.0,-1.0,,-1.0,-1.0,-1.0,,-1.0,
3448668831,2307,-1,-1.0,-1.0,1.0,-1.0,-2,-1,1,,1.0,-1.0,,1.0,,-1.0,,,
3442639520,911,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1.0,,,,,,,,,
3435954849,1589,-1,1.0,-1.0,-1.0,,0,0,-2,-2.0,1.0,1.0,-1.0,-1.0,,,,,
3426255520,1231,-1,-1.0,,-1.0,1.0,0,2,-3,-1.0,-1.0,,,,,-1.0,,,
3436872355,1184,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3407643299,1474,-1,1.0,-1.0,-1.0,1.0,-1,0,1,-1.0,1.0,-1.0,,,,1.0,,,
3420619429,1132,1,1.0,1.0,1.0,,1,0,4,2.0,1.0,1.0,1.0,1.0,,,,,
3441853097,729,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3402793643,1512,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3417998001,1732,1,1.0,1.0,1.0,1.0,1,1,2,1.0,0.0,1.0,,1.0,,,,,
3435823794,1530,-1,1.0,-1.0,1.0,1.0,-1,0,1,-1.0,1.0,-1.0,,1.0,,,,,
3356787379,1600,-1,1.0,-1.0,1.0,1.0,-1,2,-2,,-1.0,-1.0,,-2.0,,1.0,,,
3364389557,1549,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3426124471,1541,1,1.0,1.0,-1.0,1.0,1,1,1,1.0,1.0,1.0,,,,-1.0,,,
3425338040,838,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3429270201,2099,1,1.0,1.0,-1.0,1.0,0,2,-1,-1.0,1.0,-1.0,,-1.0,,,,,
3435430586,998,1,1.0,1.0,-1.0,,1,0,-3,,-1.0,1.0,,-1.0,,-1.0,,,
3441590972,2033,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,0,,0.0,-1.0,,-1.0,,1.0,,,
3436217021,1704,-1,1.0,-1.0,-1.0,1.0,-1,2,-2,,-1.0,-1.0,,,,-1.0,,,
3446833853,2064,1,-1.0,1.0,1.0,-1.0,0,0,1,,1.0,1.0,,1.0,,-1.0,,,
3441722047,777,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,,,,-1.0,,,,,
3323888317,951,-1,-1.0,,1.0,-1.0,0,-2,0,,-1.0,,,,,1.0,,,
3428745922,1584,-1,-1.0,-1.0,1.0,-1.0,0,-1,-1,,-1.0,,,1.0,,-1.0,,,
3411313347,1288,-1,-1.0,-1.0,1.0,-1.0,0,-1,0,,-1.0,,,,,1.0,,,
3438707403,1336,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3447489228,1931,1,1.0,1.0,1.0,1.0,-1,1,0,1.0,-2.0,-1.0,,,,1.0,,,
3439100623,1944,1,1.0,,-1.0,1.0,1,0,3,1.0,,1.0,,3.0,,-1.0,,,1.0
3346825935,1568,1,1.0,1.0,1.0,1.0,1,1,3,1.0,,1.0,,1.0,,1.0,,,
3440804561,1595,1,1.0,1.0,-1.0,1.0,1,2,0,,-1.0,1.0,,2.0,,-1.0,,,
3417735890,1759,1,-1.0,1.0,1.0,-1.0,2,-1,2,,-1.0,1.0,,1.0,,2.0,,,
3410002643,1662,1,1.0,,1.0,-1.0,1,0,1,,-1.0,1.0,,1.0,,1.0,,,
3445261008,1121,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3439362774,1986,-1,1.0,1.0,-1.0,-1.0,-2,0,1,-1.0,1.0,-1.0,,,,1.0,,,
3420095191,723,-1,-1.0,-1.0,1.0,-1.0,0,-1,1,,,,,,,1.0,,,
3437396695,1541,-1,1.0,-1.0,-1.0,-1.0,-1,-1,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3426648794,552,-1,-1.0,,-1.0,,0,0,-1,-1.0,,,,,,,,,
3421668059,1532,-1,-1.0,-1.0,-1.0,,-2,0,-2,,-1.0,-1.0,,1.0,,-2.0,,,
3442639581,1268,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3435299551,1359,1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3362423520,1144,1,1.0,,1.0,1.0,0,2,3,1.0,1.0,,,,,1.0,,,
3441459937,2058,-1,-1.0,-1.0,1.0,-1.0,0,-1,1,-1.0,1.0,1.0,,1.0,,,,,
3366093539,1766,1,1.0,1.0,-1.0,1.0,2,1,0,-1.0,-1.0,1.0,,2.0,,,,,
3429401316,1226,1,1.0,1.0,1.0,,1,0,4,1.0,1.0,1.0,,2.0,,,,,1.0
3444867813,1187,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3441066724,1206,-1,-1.0,1.0,1.0,,1,0,-1,-1.0,1.0,1.0,,-1.0,,,,,
3424813796,1257,1,1.0,1.0,1.0,1.0,0,2,3,,1.0,,,1.0,,1.0,,,
3312878314,1262,1,1.0,1.0,-1.0,1.0,0,2,1,1.0,1.0,,,,,-1.0,,,
3445916396,1402,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3436610286,1517,-1,-1.0,,-1.0,1.0,0,0,-3,-1.0,,,,-1.0,,-1.0,,,
3435561711,1844,-1,-1.0,-1.0,-1.0,-1.0,-2,-2,-3,,-1.0,-1.0,,-1.0,,-1.0,-1.0,,
3428614896,1473,-1,1.0,-1.0,-1.0,1.0,-1,2,-4,-1.0,-1.0,-1.0,,,,-2.0,,-1.0,
3418915569,1653,-1,1.0,-1.0,-1.0,1.0,-1,2,-4,-1.0,-1.0,-1.0,,,,-2.0,,-1.0,
3430974199,936,-1,-1.0,,-1.0,,0,0,-2,-1.0,,,,,,-1.0,,,
3394798330,1267,-1,-1.0,-1.0,-1.0,,0,0,-1,,,,,,,-1.0,,,
3405808379,1356,1,1.0,1.0,-1.0,1.0,1,2,1,1.0,-1.0,1.0,,1.0,,,,,
3441853183,2267,1,1.0,1.0,1.0,1.0,0,2,2,1.0,,1.0,,-1.0,,2.0,,1.0,
3410133760,1390,-1,1.0,-1.0,1.0,1.0,-1,0,-1,-1.0,,-1.0,,-1.0,,1.0,,,
3407381247,1136,-1,-1.0,,-1.0,1.0,0,2,-1,-1.0,1.0,,,,,-1.0,,,
3440673538,2049,1,-1.0,1.0,1.0,,-1,0,1,1.0,1.0,-1.0,,-1.0,,,,,
3410658051,1292,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3425731332,1112,-1,-1.0,-1.0,1.0,,-1,0,2,2.0,1.0,-1.0,,-1.0,,,,,
3429401349,1286,1,1.0,1.0,1.0,1.0,0,2,2,,,,,1.0,,1.0,,,
3448668927,1562,1,1.0,1.0,-1.0,,0,0,-1,1.0,-1.0,,,-1.0,,,,,
3430712071,2012,1,-1.0,1.0,1.0,-1.0,0,0,3,1.0,1.0,1.0,,,,1.0,,1.0,
3436741383,1269,-1,-1.0,-1.0,-1.0,,0,0,-3,-1.0,,,,-1.0,,-1.0,,-1.0,
